30.384303,-97.964343
30.361568,-97.987454
30.380235,-97.974549
30.350239,-97.987584
30.36095,-97.983692
30.380215,-97.970715
30.363509,-97.981768
30.362289,-97.991714
30.356029,-97.985582
30.357624,-97.988726
30.34932,-97.977936
30.368681,-97.978562
30.35512,-97.984974
30.371392,-97.972677
30.37759,-97.974259
30.377727,-97.971429
30.379082,-97.979891
30.381046,-97.974799
30.371246,-97.974396
30.378897,-97.977732
30.39008,-97.966561
30.366129,-97.978646
30.374884,-97.977414
30.36392,-97.979758
30.373239,-97.97127
30.362988,-97.98272
30.374168,-97.96759
30.355949,-97.987816
30.37173,-97.966849
30.375373,-97.975182
30.370599,-97.975608
30.356489,-97.991026
30.354378,-97.990667
30.376466,-97.972956
30.383382,-97.968866
30.356658,-97.983595
30.353116,-97.980431
30.359338,-97.992338
30.379769,-97.973823
30.360841,-97.991877
30.35573,-97.99225
30.376603,-97.971908
30.382203,-97.968707
30.370672,-97.971163
30.352705,-97.987982
30.366662,-97.978937
30.354698,-97.992099
30.370975,-97.970423
30.379038,-97.971963
30.390112,-97.96127
30.367328,-97.984245
30.35039,-97.978512
30.374418,-97.978755
30.362878,-97.982836
30.376404,-97.97408
30.348064,-97.982257
30.351426,-97.981709
30.358239,-97.989822
30.351939,-97.985443
30.354915,-97.989544
30.360675,-97.983281
30.360121,-97.986224
30.367257,-97.974223
30.389707,-97.963327
30.350045,-97.982104
30.364606,-97.983292
30.355159,-97.988456
30.38014,-97.972892
30.377199,-97.975577
30.363837,-97.985553
30.383378,-97.975544
30.374645,-97.975989
30.353418,-97.990301
30.368391,-97.971298
30.361226,-97.984452
30.388249,-97.965151
30.377379,-97.976601
30.369572,-97.977735
30.373359,-97.96885
30.376489,-97.975579
30.364312,-97.984522
30.352989,-97.983454
30.379677,-97.971099
30.3786,-97.972641
30.360381,-97.993446
30.363141,-97.983314
30.368266,-97.979669
30.380276,-97.973574
30.372084,-97.974884
30.371459,-97.969262
30.352578,-97.980406
30.358672,-97.981292
30.371258,-97.969737
30.365286,-97.981047
30.359623,-97.986696
30.374851,-97.97397
30.371582,-97.97554
30.372015,-97.972405
30.385351,-97.9654
30.379338,-97.96878
30.373438,-97.967729
30.378976,-97.972515
30.372731,-97.973852
30.361202,-97.993452
30.373428,-97.972346
30.372952,-97.968802
30.364961,-97.98215
30.350522,-97.983343
30.367889,-97.977746
30.357391,-97.980264
30.368236,-97.976899
30.445236,-97.709418
30.358586,-97.988004
30.35188,-97.980534
30.372853,-97.97316
30.35695,-97.991378
30.375498,-97.973049
30.38193,-97.977123
30.372446,-97.976926
30.382893,-97.974615
30.378335,-97.970332
30.375806,-97.97306
30.361685,-97.981826
30.380707,-97.975212
30.354612,-97.985831
30.368921,-97.982133
30.379594,-97.972084
30.389484,-97.962433
30.366837,-97.975565
30.374233,-97.976032
30.366778,-97.9778
30.374688,-97.978088
30.351433,-97.979919
30.354041,-97.987349
30.367471,-97.981851
30.363496,-97.985275
30.381758,-97.968679
30.360145,-97.985039
30.35989,-97.980811
30.36289,-97.987046
30.378063,-97.976185
30.381533,-97.972938
30.352761,-97.983762
30.384681,-97.968016
30.36089,-97.985527
30.372239,-97.96988
30.359377,-97.98456
30.379758,-97.969675
30.349623,-97.980647
30.356773,-97.990848
30.369143,-97.967465
30.354491,-97.98887
30.374287,-97.971799
30.462319,-97.813181
30.48141,-97.81722
30.4943,-97.797922
30.490277,-97.795238
30.493266,-97.792553
30.493912,-97.799197
30.475967,-97.809596
30.476517,-97.814991
30.496441,-97.794487
30.45663,-97.81658
30.479619,-97.817597
30.474233,-97.815413
30.481819,-97.815231
30.495194,-97.791825
30.491192,-97.79324
30.490298,-97.810403
30.480428,-97.827303
30.499717,-97.788361
30.495751,-97.79941
30.489977,-97.791573
30.494957,-97.789417
30.47836,-97.810258
30.501907,-97.788502
30.50118,-97.794001
30.49272,-97.789945
30.500627,-97.78745
30.48919,-97.79448
30.49271,-97.792675
30.489293,-97.791525
30.500966,-97.793548
30.480597,-97.806866
30.491542,-97.796454
30.480234,-97.820917
30.479218,-97.82303
30.472688,-97.824126
